facility_code,facility_name,county_name,district,facility_type,ownership,beds,cots,open_24_hours,open_weekends,operational_status,latitude,longitude
18576,Mong'oni,Nyamira,North Masaba,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.633333,34.933333
16982,Mongorisi Health Centre,Nyamira,Nyamira,Health Centre,Ministry of Health,2,0,f,f,Operational,-0.633333,34.933333
17601,Monguni Dispensary,Kitui,Ikutha,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.366667,38.016667
15220,Monirre Dispensary,Bomet,Sotik,Dispensary,Private Enterprise (Institution),4,0,f,f,Operational,-0.783333,35.35
18810,Montana Hospital,Mombasa,Kisauni,Other Hospital,Private Practice - General Practitioner,6,2,f,f,Operational,-4.043477,39.668205
18447,Moogi Dispensary,Kisii,Kenyenya,Dispensary,Ministry of Health,1,1,f,f,Operational,-0.683333,34.766667
15221,Morijo Dispensary,Samburu,Samburu Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,1.316667,36.983333
15222,Morijo Loita Dispensary,Narok,Narok South,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.083333,35.866667
15223,Mormorio Dispensary,Baringo,Baringo North,Dispensary,Ministry of Health,0,0,f,f,Operational,0.466667,35.966667
21056,Morpus Dispensary,West Pokot,Pokot South,Dispensary,Ministry of Health,0,0,f,f,Operational,1.233333,35.116667
16024,Moru Karisa Dispensary,Busia,Teso South,Dispensary,Ministry of Health,0,0,f,f,Operational,0.46,34.11
15225,Morulem Dispensary,Turkana,Turkana East,Dispensary,Ministry of Health,0,0,f,f,Operational,3.116667,35.6
12541,Mosa Dispensary,Kitui,Kisasi,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.366667,38.016667
21196,Mosi Flower Farm Dispensary,Kiambu,Ruiru,Dispensary,Private Enterprise (Institution),0,0,f,f,Operational,-1.286389,36.817223
15227,Mosiro Dispensary,Narok,Narok North,Dispensary,Ministry of Health,1,0,f,f,Operational,-1.083333,35.866667
15226,Mosiro Dispensary (Kajiado North),Kajiado,Kajiado North,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.85,36.783333
19245,Moso Cheptarit Medical Clinic,Nandi,Nandi North,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,0.166667,35.133333
18580,Mosobeti Dispensary,Nyamira,North Masaba,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.633333,34.933333
20114,Mosocho Market Disp,Kisii,Kisii Central,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.683333,34.766667
15228,Mosore Dispensary,Kericho,Bureti,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.366667,35.283333
19250,Mosoriot Clinic,Nandi,Chesumei,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,0.166667,35.133333
15229,Mosoriot Rural Health Training Centre,Nandi,Chesumei,Rural Health Training Centre,Ministry of Health,15,2,f,f,Operational,0.514277,35.269779
17363,Most Precious Blood Sisters Dispensary,Kiambu,Kikuyu,Dispensary,Other Faith Based,0,0,f,f,Operational,-1.166667,36.833333
20750,Motagara Health Centre (Nyamira),Nyamira,Nyamira,Health Centre,Ministry of Health,6,2,f,f,Pending Opening,-0.633333,34.933333
13824,Motemorabu Dispensary,Migori,Kuria West,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.066667,34.466667
13096,Mother & Child Hospital,Nairobi,Kamukunji,Dispensary,Private Enterprise (Institution),32,6,f,f,Operational,-1.286389,36.817223
19277,Mother & Child Meridian & Lab Services,Nairobi,Roysambu,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.286389,36.817223
11645,Mother Amadea Health Centre,Mombasa,Changamwe,Nursing Home,Kenya Episcopal Conference-Catholic Secretariat,22,8,f,f,Operational,-4.043477,39.668205
18298,Mother and Child Clinic Malindi,Kilifi,Malindi,Medical Clinic,Private Practice - Medical Specialist,0,0,f,f,Operational,-4.043477,39.668205
15231,Mother Franciscan Mission Health Centre,Nandi,Chesumei,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,15,2,f,f,Operational,0.166667,35.133333
17724,Mother Ippolata Mukuru Clinic,Nairobi,Embakasi South,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,3,0,f,f,Operational,-1.286389,36.817223
15232,Mother Kevin Dispensary (Catholic),Nakuru,Nakuru,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,17,1,f,f,Operational,-0.303099,36.080026
17654,Mother of Mercy (Machakos),Machakos,Machakos,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.516667,37.266667
13825,Moticho Health Centre,Kisii,South Gucha,Health Centre,Ministry of Health,0,0,f,f,Operational,-0.683333,34.766667
15233,Motiret Dispensary,Bomet,Sotik,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.783333,35.35
16984,Motonto Dispensary (Sameta),Kisii,Sameta,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.683333,34.766667
15234,Motosiet Dispensary,Trans Nzoia,Trans Nzoia East,Dispensary,Ministry of Health,0,0,f,f,Operational,1.016667,34.983333
20834,Mount Olive Sinai Hospital,Kajiado,Kajiado North,Other Hospital,Private Practice - General Practitioner,32,0,f,f,Operational,-1.286389,36.817223
11647,Mount View Nursing & Maternity Home,Taita Taveta,Voi,Nursing Home,Private Enterprise (Institution),0,0,f,f,Operational,,
17754,Mountain View Clinic,Kirinyaga,Kirinyaga West,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Not-Operational,-0.5,37.283333
13097,Mow Dispensary,Nairobi,Starehe,Dispensary,Other Public Institution,0,0,f,f,Operational,-1.286389,36.817223
20066,Mowlem Diagnostic Medical Centre,Tharaka Nithi,Tharaka South,Medical Clinic,Private Practice - Nurse / Midwife,8,8,f,f,Operational,0.05,37.65
18037,Moyale Afya Medical Clinic,Marsabit,Moyale,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,2.333333,37.983333
12543,Moyale Catholic Dispensary,Marsabit,Moyale,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,2.333333,37.983333
12544,Moyale District Hospital,Marsabit,Moyale,District Hospital,Ministry of Health,120,0,f,f,Operational,2.333333,37.983333
12545,Moyale Nursing Home,Marsabit,Moyale,Nursing Home,Private Enterprise (Institution),10,2,f,f,Operational,2.333333,37.983333
13098,Mp Shah Hospital (Westlands),Nairobi,Westlands,Other Hospital,Private Enterprise (Institution),0,0,f,f,Operational,-1.286389,36.817223
17192,Mpala Mobile Clinic,Laikipia,Laikipia West,Health Programme,Non-Governmental Organizations,0,0,f,f,Operational,0.366667,37.033333
15236,Mpalla Dispensary,Laikipia,Laikipia North,Dispensary,Private Enterprise (Institution),4,1,f,f,Operational,0.366667,37.033333
18419,Mpc Mobile Clinic,Mombasa,Mvita,Medical Clinic,Christian Health Association of Kenya,0,0,f,f,Operational,-4.043477,39.668205
11648,Mpeketoni Health Services Clinic,Lamu,Lamu West,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-2.266667,40.9
17694,Mpeketoni Health Sevices (Witu),Lamu,Lamu West,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-2.266667,40.9
11649,Mpeketoni Sub-District Hospital,Lamu,Lamu West,Sub-District Hospital,Ministry of Health,50,0,f,f,Operational,-2.266667,40.9
20851,Mpeli Medical Clinic,Bungoma,Bungoma South,Medical Clinic,Private Practice - Clinical Officer,1,0,f,f,Operational,0.566667,34.566667
11650,Mpinzinyi Health Centre,Taita Taveta,Mwatate,Health Centre,Ministry of Health,4,1,f,f,Operational,,
12546,Mpukoni Health Centre,Tharaka Nithi,Meru South,Health Centre,Ministry of Health,5,1,f,f,Operational,,
11651,Mrima (Catholic) Dispensary,Kwale,Msambweni,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-4.183333,39.45
19606,Mrima CDF Health Cenre,Mombasa,Likoni,Health Centre,Ministry of Health,0,0,f,f,Operational,-4.043477,39.668205
11225,Mrs - 77 Artillery Battallion (Mariakani),Kilifi,Kaloleni,Other Hospital,Armed Forces,8,0,f,f,Operational,-3.633333,39.85
11652,Mrughua Dispensary,Taita Taveta,Mwatate,Dispensary,Ministry of Health,0,0,f,f,Operational,,
21152,Msaada Healthcare Community Dispensary,Kwale,Msambweni,Dispensary,Private Practice - Clinical Officer,0,0,f,f,Operational,-4.183333,39.45
11655,Msambweni District Hospital,Kwale,Msambweni,District Hospital,Ministry of Health,155,0,f,f,Operational,-4.183333,39.45
13828,Msare Health Centre,Homa Bay,Suba,Health Centre,Ministry of Health,2,0,f,f,Operational,-0.516667,34.45
20300,Mshongoleni Community Dispensary,Kilifi,Malindi,Dispensary,Community,0,0,f,f,Operational,-3.216667,40.116667
18055,Msomi Complex Medical Clinic,Migori,Migori,Medical Clinic,Christian Health Association of Kenya,4,0,f,f,Operational,-1.066667,34.466667
11658,Msulwa Dispensary,Kwale,Matuga,Dispensary,Ministry of Health,0,0,f,f,Operational,-4.183333,39.45
11659,Msumarini Dispensary,Kilifi,Kilifi South,Dispensary,Ministry of Health,0,0,f,f,Operational,-3.633333,39.85
19742,Mt Elgon Annex Clinics,Trans Nzoia,Trans Nzoia West,Medical Clinic,Private Practice - Medical Specialist,0,0,f,f,Operational,1.016667,34.983333
19857,Mt Elgon Annex Clinics -Dr Manuthu,Trans Nzoia,Trans Nzoia West,Medical Clinic,Private Practice - Medical Specialist,0,0,f,f,Operational,1.016667,34.983333
19385,Mt Elgon Clinic,Bungoma,Cheptais,Medical Clinic,Private Practice - Nurse / Midwife,2,0,f,f,Operational,0.566667,34.566667
16025,Mt Elgon District Hospital,Bungoma,Mt Elgon,District Hospital,Ministry of Health,31,0,f,f,Operational,0.566667,34.566667
15240,Mt Elgon National Park Dispensary,Trans Nzoia,Kwanza,Dispensary,Ministry of Health,0,0,f,f,Operational,1.016667,34.983333
10738,Mt Kenya (ACK) Hospital,Kirinyaga,Kirinyaga Central,Nursing Home,Christian Health Association of Kenya,37,0,f,f,Operational,-0.5,37.283333
19766,Mt Kenya Junior Academy,Nyeri,Nyeri Central,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.416667,36.95
18015,Mt Kenya Kabiruini Medical Clinic,Nyeri,Mathira West,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.416667,36.95
19765,Mt Kenya Senior Academy,Nyeri,Nyeri Central,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.416667,36.95
10739,Mt Kenya Sub-District Hospital,Nyeri,Nyeri Central,Sub-District Hospital,Ministry of Health,16,0,f,f,Operational,-0.416667,36.95
15241,Mt Longonot Hospital,Nakuru,Naivasha,Other Hospital,Private Practice - Medical Specialist,33,2,f,f,Operational,-0.303099,36.080026
17269,Mt Zion Community Health Clinic,Makueni,Nzaui,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.8,37.616667
17568,Mt Zion Mission Medical Clinic,Trans Nzoia,Trans Nzoia East,Medical Clinic,Other Faith Based,0,0,f,f,Operational,1.016667,34.983333
20373,Mt. Pleasant  Medical Clinic,Kiambu,Githunguri,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
11662,Mtaa Dispensary,Kwale,Kinango,Dispensary,Ministry of Health,0,0,f,f,Operational,-4.183333,39.45
11664,Mtangani Medical Clinic,Kilifi,Malindi,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-3.216667,40.116667
21070,Mtangawanda Dispensary,Lamu,Lamu East,Dispensary,Ministry of Health,0,0,f,f,Operational,-2.266667,40.9
14835,Keringani Dispensary,Narok,Trans Mara West - Dikirr,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.083333,35.866667
14837,Keringet Health Centre,West Pokot,West Pokot,Health Centre,Ministry of Health,0,0,f,f,Operational,1.233333,35.116667
14836,Keringet Health Centre (Kuresoi),Nakuru,Kuresoi,Health Centre,Ministry of Health,8,0,f,f,Operational,-0.303099,36.080026
14838,Kerio Health Centre,Turkana,Turkana Central,Health Centre,Ministry of Health,40,0,f,f,Operational,3.116667,35.6
13677,Keritor Dispensary,Nyamira,Borabu,Dispensary,Private Enterprise (Institution),2,0,f,f,Operational,-0.633333,34.933333
20389,Kernan Medical Clinic,Kiambu,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
17232,Kerobo Health Centre,Nyamira,Nyamira North,Health Centre,Ministry of Health,12,3,f,f,Operational,-0.633333,34.933333
14839,Kerol Health Centre,Nakuru,Kuresoi,Medical Clinic,Private Enterprise (Institution),3,0,f,f,Operational,-0.303099,36.080026
14840,Kerol Health Services,Kericho,Bureti,Dispensary,Private Enterprise (Institution),0,0,f,f,Operational,-0.366667,35.283333
10519,Kerugoya Catholic Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-0.5,37.283333
10520,Kerugoya District Hospital,Kirinyaga,Kirinyaga Central,District Hospital,Ministry of Health,276,47,f,f,Operational,-0.5,37.283333
10522,Kerugoya Medical Centre,Kirinyaga,Kirinyaga Central,Nursing Home,Private Practice - General Practitioner,15,0,f,f,Operational,-0.5,37.283333
21261,Kerugoya Medical Centre (Annex),Kirinyaga,Kirinyaga Central,Other Hospital,Private Practice - Medical Specialist,70,0,f,f,Operational,-0.5,37.283333
10525,Kerugoya Medical Laboratory,Kirinyaga,Kirinyaga Central,Laboratory (Stand-alone),Private Enterprise (Institution),0,0,f,f,Not-Operational,-0.5,37.283333
16502,Kerugoya Medical Services and Advisory Centre,Kirinyaga,Kirinyaga Central,Medical Clinic,Private Practice - Medical Specialist,0,0,f,f,Operational,-0.5,37.283333
16868,Kerumbe Dispensary,Nyamira,Borabu,Dispensary,Ministry of Health,2,0,f,f,Operational,-0.633333,34.933333
20212,Kerwa Catholic Health Centre,Kiambu,Kikuyu,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,6,0,f,f,Operational,-1.166667,36.833333
14841,Kesses Health Centre,Uasin Gishu,Wareng,Health Centre,Ministry of Health,0,0,f,f,Operational,0.514277,35.269779
14842,Ketepa Dispensary (Kericho),Kericho,Kericho,Dispensary,Private Enterprise (Institution),0,0,f,f,Operational,-0.366667,35.283333
21079,Ketigoi Dispensary,Elgeyo Marakwet,Keiyo South,Dispensary,Ministry of Health,0,0,f,f,Operational,,
17210,Ketitui Dispensary,Kericho,Kericho,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.366667,35.283333
14843,Keturwo Dispensary,Baringo,Baringo North,Dispensary,Ministry of Health,0,0,f,f,Operational,0.466667,35.966667
13679,Keumbu Medical Clinic,Kisii,Kisii Central,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.683333,34.766667
13680,Keumbu Sub-District Hospital,Kisii,Kisii Central,Sub-District Hospital,Ministry of Health,32,0,f,f,Operational,-0.683333,34.766667
12269,Kevote Catholic Dispensary,Embu,Manyatta,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-0.533333,37.45
16415,Kewamoi Dispensary,Nakuru,Kuresoi,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.303099,36.080026
17327,Keyian SDA Dispensary,Narok,Trans Mara West - Dikirr,Dispensary,Other Faith Based,0,0,f,f,Operational,-1.083333,35.866667
15929,Khachonge Dispensary,Bungoma,Bungoma Central,Dispensary,Private Practice - Unspecified,0,0,f,f,Operational,0.566667,34.566667
16182,Khadija Medical Clinic,Kilifi,Rabai,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-3.633333,39.85
20321,Khairat Medical Centre,Kilifi,Kilifi North,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-3.633333,39.85
21036,Khajula Dispensay,Busia,Bunyala,Dispensary,Ministry of Health,0,0,f,f,Pending Opening,0.46,34.11
15931,Khalaba Health Centre,Kakamega,Matungu,Health Centre,Ministry of Health,4,0,f,f,Operational,0.284767,34.752308
17881,Khalaba Medical Services,Bungoma,Bungoma South,Nursing Home,Private Practice - Medical Specialist,20,2,f,f,Operational,0.566667,34.566667
18362,Khalala Dispensary,Bungoma,Bungoma East,Dispensary,Ministry of Health,0,0,f,f,Operational,0.566667,34.566667
13379,Khalalio Health Centre,Mandera,Mandera East,Health Centre,Ministry of Health,40,0,f,f,Operational,3.933333,41.866667
15932,Khalumuli Dispensary,Bungoma,Bungoma East,Dispensary,Other Public Institution,0,0,f,f,Operational,0.566667,34.566667
20822,Khamulati  Medical Clinic,Bungoma,Kimilili Bungoma,Medical Clinic,Private Practice - Clinical Officer,7,0,f,f,Operational,0.566667,34.566667
15933,Khaoya Dispensary,Bungoma,Bungoma East,Dispensary,Other Public Institution,0,0,f,f,Operational,0.566667,34.566667
15934,Kharanda Dispensary,Kakamega,Kakamega Central (Lurambi),Dispensary,Ministry of Health,0,0,f,f,Operational,0.284767,34.752308
14844,Khartoum Tea Dispensary,Nandi,Nandi East,Dispensary,Company Medical Service,0,0,f,f,Operational,0.166667,35.133333
15935,Khasoko Health Centre,Bungoma,Bumula,Health Centre,Christian Health Association of Kenya,16,4,f,f,Operational,0.566667,34.566667
15936,Khaunga Dispensary,Kakamega,Mumias,Dispensary,Ministry of Health,4,0,f,f,Operational,0.284767,34.752308
18240,Khayega Community Clinic,Kakamega,Kakamega East (Shinyalu),Medical Clinic,Private Practice - Nurse / Midwife,2,1,f,f,Operational,0.284767,34.752308
15937,Khayo Dispensary,Busia,Nambale,Dispensary,Ministry of Health,0,0,f,f,Operational,0.46,34.11
19097,KHE Farm Dispensary,Laikipia,Laikipia East,Dispensary,Private Enterprise (Institution),0,0,f,f,Operational,0.366667,37.033333
15484,Khems Medical Clinic,Nakuru,Naivasha,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.303099,36.080026
13380,Khorof Harar Sub-District Hospital,Wajir,Wajir East,Sub-District Hospital,Ministry of Health,12,0,f,f,Operational,1.75,40.066667
17041,Khulwanda Dispensary,Bungoma,Bumula,Dispensary,Christian Health Association of Kenya,0,0,f,f,Not-Operational,0.566667,34.566667
15939,Khunyangu Sub-District Hospital,Busia,Butula,District Hospital,Ministry of Health,31,0,f,f,Operational,0.46,34.11
15940,Khwisero Health Centre,Kakamega,Khwisero,Health Centre,Ministry of Health,7,0,f,f,Operational,0.284767,34.752308
14638,KIagai (PCEA) Dispensary,Nakuru,Subukia,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.303099,36.080026
10526,Kiaguthu Dispensary,Nyeri,Nyeri South,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.416667,36.95
13681,Kiagware Dispensary,Kisii,South Gucha,Dispensary,Ministry of Health,7,1,f,f,Operational,-0.683333,34.766667
10527,Kiahuria Medical Clinic,Kiambu,Kikuyu,Medical Clinic,Private Enterprise (Institution),4,0,f,f,Operational,-1.166667,36.833333
10528,Kiairathe Dispensary,Murang'a,Muranga West,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.716667,37.15
10530,Kiamabara Dispensary,Nyeri,Mathira East,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.416667,36.95
10531,Kiamagunyi (ACK) Clinic,Kirinyaga,Kirinyaga West,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
14954,Kiwamu Dispensary,Nakuru,Nakuru North,Health Centre,Ministry of Health,4,1,f,f,Operational,-0.303099,36.080026
19712,Kiwara Medical Clinic,Nyeri,Kieni West,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.416667,36.95
20083,Kiwawa GOK Dispensary,West Pokot,North Pokot,Dispensary,Ministry of Health,0,0,f,f,Operational,1.233333,35.116667
11494,Kiwayuu Dispensary,Lamu,Lamu East,Dispensary,Ministry of Health,0,0,f,f,Operational,-2.266667,40.9
11495,Kizibe Dispensary,Kwale,Matuga,Dispensary,Ministry of Health,0,0,f,f,Operational,-4.183333,39.45
21150,Kizimani mission Clinic,Machakos,Kangundo,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Pending Opening,-1.516667,37.266667
11497,Kizingo Health Centre,Kilifi,Kilifi South,Health Centre,Ministry of Health,0,0,f,f,Operational,-3.633333,39.85
20614,Kliniq,Nakuru,Nakuru,Medical Clinic,Private Practice - Medical Specialist,0,0,f,f,Operational,-1.286389,36.817223
12380,Kmc Clinic Mwichune,Meru,Imenti South,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,0.05,37.65
17903,Kmc Staff Clinic,Machakos,Athi River,Medical Clinic,Parastatal,1,0,f,f,Operational,-1.516667,37.266667
17554,K-Met Corkran,Kisumu,Kisumu East,Dispensary,Non-Governmental Organizations,1,0,f,f,Operational,-0.10221,34.761711
18347,Kmtc Mombasa Students Clinic,Mombasa,Mvita,Medical Clinic,Ministry of Health,0,0,f,f,Operational,-4.043477,39.668205
14958,Kobos Health Centre,Trans Nzoia,Kwanza,Health Centre,Ministry of Health,0,0,f,f,Operational,1.016667,34.983333
17125,Kobujoi Forest Dispensary,Nandi,Nandi South,Dispensary,Ministry of Health,0,0,f,f,Not-Operational,0.166667,35.133333
14960,Kobujoi Mission Health Centre,Nandi,Nandi South,Health Centre,Other Faith Based,36,5,f,f,Operational,0.166667,35.133333
13708,Kobuya Dispensary,Homa Bay,Rachuonyo North,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.516667,34.45
20134,Kochola Dispensary,Migori,Rongo,Dispensary,Ministry of Health,2,0,f,f,Operational,-1.066667,34.466667
12275,Kiamuriuki Dispensary,Tharaka Nithi,Meru South,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,,
19431,Kiamuthambi Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Ministry of Health,0,0,f,f,Pending Opening,-0.5,37.283333
16497,Kiamutugu CFW Clinic,Kirinyaga,Kirinyaga North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.5,37.283333
10545,Kiamutugu Health Centre,Kirinyaga,Kirinyaga East,Health Centre,Ministry of Health,5,0,f,f,Operational,-0.5,37.283333
10546,Kiamuya Dispensary,Nyeri,Nyeri South,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.416667,36.95
10547,Kiamwathi Medical Clinic,Nyeri,Nyeri Central,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.416667,36.95
20621,Kianda 42 Community Clinic,Nairobi,Kibra,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.286389,36.817223
17258,Kianda Dispensary,Meru,Igembe South,Dispensary,Ministry of Health,0,0,f,f,Pending Opening,0.05,37.65
10551,Kiandegwa (Methodist Church of Kenya) Dispensary,Kirinyaga,Kirinyaga North,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
10552,Kiandere Dispensary,Nyeri,Tetu,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.416667,36.95
19430,Kianderi Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Ministry of Health,0,0,f,f,Pending Opening,-0.5,37.283333
17709,Kiandiu Dispensary,Meru,Tigania West,Dispensary,Ministry of Health,0,0,f,f,Operational,0.05,37.65
10553,Kiandu Medical Clinic,Nyeri,Tetu,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.416667,36.95
16814,Kiandutu Health Centre,Kiambu,Thika West,Health Centre,Ministry of Health,0,0,f,f,Operational,-1.033333,37.066667
11463,Kiangachinyi Dispensary,Taita Taveta,Mwatate,Dispensary,Ministry of Health,0,0,f,f,Operational,,
10556,Kiangai Health Centre,Kirinyaga,Kirinyaga West,Health Centre,Ministry of Health,0,0,f,f,Operational,-0.5,37.283333
10557,Kiangai Medical Clinic,Kirinyaga,Kirinyaga West,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.5,37.283333
16989,Kiang'inda Health Centre,Nyamira,Nyamira,Health Centre,Ministry of Health,6,0,f,f,Operational,-0.633333,34.933333
12276,Kiangini Dispensary,Makueni,Kathonzweni,Dispensary,Ministry of Health,2,2,f,f,Operational,-1.8,37.616667
10555,Kiang'ombe Dispensary,Kirinyaga,Kirinyaga East,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.5,37.283333
12277,Kiangondu Dispensary,Tharaka Nithi,Meru South,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,,
13684,Kiangoso Dispensary,Nyamira,Manga,Dispensary,Ministry of Health,1,0,f,f,Operational,-0.633333,34.933333
10561,Kiangwenyi Clinic,Kirinyaga,Kirinyaga East,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.5,37.283333
10562,Kianjege Dispensary,Kirinyaga,Kirinyaga West,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.5,37.283333
20155,Kianjokoma  Muungano SHG Community Dispensary,Embu,Embu East,Medical Clinic,Private Practice - Unspecified,0,0,f,f,Operational,-0.533333,37.45
12278,Kianjokoma (ACK) Trinity Clinic,Embu,Manyatta,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.533333,37.45
12279,Kianjokoma Sub-District Hospital,Embu,Embu East,Sub-District Hospital,Ministry of Health,6,4,f,f,Operational,-0.533333,37.45
14846,Kianjoya Dispensary,Nakuru,Njoro,Dispensary,Ministry of Health,3,0,f,f,Operational,-0.303099,36.080026
16172,Kianjugu Dispensary,Murang'a,Muranga South,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.716667,37.15
20591,Kianjuri Dispensary,Meru,Imenti North,Dispensary,Ministry of Health,0,0,f,f,Pending Opening,0.05,37.65
10564,Kianyaga Catholic Health Centre,Kirinyaga,Kirinyaga East,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,12,0,f,f,Operational,-0.5,37.283333
10565,Kianyaga Sub-District Hospital,Kirinyaga,Kirinyaga East,Sub-District Hospital,Ministry of Health,28,6,f,f,Operational,-0.5,37.283333
12281,Kiaoni Dispensary (Kibwezi),Makueni,Kibwezi,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.8,37.616667
20272,Kiaora Farm Dispensary,Kiambu,Ruiru,Dispensary,Company Medical Service,0,0,f,f,Operational,-1.033333,37.066667
10566,Kiaragana Dispensary,Kirinyaga,Kirinyaga West,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.5,37.283333
12283,Kiarago Health Centre (Imenti South),Meru,Imenti South,Health Centre,Ministry of Health,0,0,f,f,Operational,0.05,37.65
17571,Kiarithaini Dispensary,Nyeri,Mathira East,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.416667,36.95
20543,Kiarukungu Dispensary,Kirinyaga,Kirinyaga South,Health Centre,Ministry of Health,0,0,f,f,Operational,-0.5,37.283333
13685,Kiaruta Dispensary,Kisii,Kisii South,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.683333,34.766667
13686,Kiasa Dispensary,Homa Bay,Ndhiwa,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.516667,34.45
17935,Kiati Dispensary,Kitui,Mutomo,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.366667,38.016667
19110,Kiatineni Dispensary,Machakos,Masinga,Dispensary,Ministry of Health,0,1,f,f,Operational,-1.516667,37.266667
18014,Kiawa Medical Clinic,Nyeri,Kieni East,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.416667,36.95
19595,Kiawakara Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Ministry of Health,0,0,f,f,Pending Opening,-0.5,37.283333
14847,Kibabet Tea Dispensary,Nandi,Nandi East,Dispensary,Company Medical Service,0,0,f,f,Operational,0.166667,35.133333
