facility_id,facility_code,name,county,district,type,owner,nearest_town,beds,cots,open_24_hours,open_weekends,operational_status,latitude,longitude
2150,11645,Mother Amadea Health Centre,Mombasa,Changamwe,Nursing Home,Kenya Episcopal Conference-Catholic Secretariat,Mombasa,22,8,f,f,Operational,-4.043477,39.668205
2151,18298,Mother and Child Clinic Malindi,Kilifi,Malindi,Medical Clinic,Private Practice - Medical Specialist,Malindi,0,0,f,f,Operational,-4.043477,39.668205
2152,15231,Mother Franciscan Mission Health Centre,Nandi,Chesumei,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kapsabet,15,2,f,f,Operational,0.166667,35.133333
2153,17724,Mother Ippolata Mukuru Clinic,Nairobi,Embakasi South,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Mukuru,3,0,f,f,Operational,-1.286389,36.817223
2154,15232,Mother Kevin Dispensary (Catholic),Nakuru,Nakuru,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Nakuru Town,17,1,f,f,Operational,-0.303099,36.080026
2155,17654,Mother of Mercy (Machakos),Machakos,Machakos,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kola,0,0,f,f,Operational,-1.516667,37.266667
2156,13825,Moticho Health Centre,Kisii,South Gucha,Health Centre,Ministry of Health,Etago Mkt,0,0,f,f,Operational,-0.683333,34.766667
2157,15233,Motiret Dispensary,Bomet,Sotik,Dispensary,Ministry of Health,Ndanai,0,0,f,f,Operational,-0.783333,35.35
2158,16984,Motonto Dispensary (Sameta),Kisii,Sameta,Dispensary,Ministry of Health,Itibo,0,0,f,f,Operational,-0.683333,34.766667
2159,15234,Motosiet Dispensary,Trans Nzoia,Trans Nzoia East,Dispensary,Ministry of Health,Kitale,0,0,f,f,Operational,1.016667,34.983333
2160,20834,Mount Olive Sinai Hospital,Kajiado,Kajiado North,Other Hospital,Private Practice - General Practitioner,Ongata Rongai Town,32,0,f,f,Operational,-1.286389,36.817223
2161,11647,Mount View Nursing & Maternity Home,Taita Taveta,Voi,Nursing Home,Private Enterprise (Institution),Voi,0,0,f,f,Operational,\N,\N
2162,17754,Mountain View Clinic,Kirinyaga,Kirinyaga West,Medical Clinic,Private Practice - General Practitioner,Kerugoya,0,0,f,f,Not-Operational,-0.5,37.283333
2163,13097,Mow Dispensary,Nairobi,Starehe,Dispensary,Other Public Institution,Commercial,0,0,f,f,Operational,-1.286389,36.817223
2164,20066,Mowlem Diagnostic Medical Centre,Tharaka Nithi,Tharaka South,Medical Clinic,Private Practice - Nurse / Midwife,Chiakariga,8,8,f,f,Operational,0.05,37.65
2165,18037,Moyale Afya Medical Clinic,Marsabit,Moyale,Medical Clinic,Private Practice - Clinical Officer,Moyale,0,0,f,f,Operational,2.333333,37.983333
2166,12543,Moyale Catholic Dispensary,Marsabit,Moyale,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Moyale,0,0,f,f,Operational,2.333333,37.983333
2167,12544,Moyale District Hospital,Marsabit,Moyale,District Hospital,Ministry of Health,Moyale,120,0,f,f,Operational,2.333333,37.983333
2168,12545,Moyale Nursing Home,Marsabit,Moyale,Nursing Home,Private Enterprise (Institution),Moyale,10,2,f,f,Operational,2.333333,37.983333
2169,13098,Mp Shah Hospital (Westlands),Nairobi,Westlands,Other Hospital,Private Enterprise (Institution),Nairobi,0,0,f,f,Operational,-1.286389,36.817223
2170,17192,Mpala Mobile Clinic,Laikipia,Laikipia West,Health Programme,Non-Governmental Organizations,Rumuruti Town,0,0,f,f,Operational,0.366667,37.033333
2171,15236,Mpalla Dispensary,Laikipia,Laikipia North,Dispensary,Private Enterprise (Institution),Ewaso,4,1,f,f,Operational,0.366667,37.033333
2172,18419,Mpc Mobile Clinic,Mombasa,Mvita,Medical Clinic,Christian Health Association of Kenya,Majengo Market,0,0,f,f,Operational,-4.043477,39.668205
2173,11648,Mpeketoni Health Services Clinic,Lamu,Lamu West,Medical Clinic,Private Practice - Clinical Officer,Mpeketoni,0,0,f,f,Operational,-2.266667,40.9
2174,17694,Mpeketoni Health Sevices (Witu),Lamu,Lamu West,Medical Clinic,Private Practice - Clinical Officer,Witu,0,0,f,f,Operational,-2.266667,40.9
2175,11649,Mpeketoni Sub-District Hospital,Lamu,Lamu West,Sub-District Hospital,Ministry of Health,Mpeketoni,50,0,f,f,Operational,-2.266667,40.9
2176,20851,Mpeli Medical Clinic,Bungoma,Bungoma South,Medical Clinic,Private Practice - Clinical Officer,"Alon Bungoma mumia road , Chebukube market",1,0,f,f,Operational,0.566667,34.566667
2177,11650,Mpinzinyi Health Centre,Taita Taveta,Mwatate,Health Centre,Ministry of Health,Mwachawaza,4,1,f,f,Operational,\N,\N
2178,12546,Mpukoni Health Centre,Tharaka Nithi,Meru South,Health Centre,Ministry of Health,Chuka Town/ Ikuu Market,5,1,f,f,Operational,\N,\N
2179,11651,Mrima (Catholic) Dispensary,Kwale,Msambweni,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Lunga Lunga,0,0,f,f,Operational,-4.183333,39.45
2180,19606,Mrima CDF Health Cenre,Mombasa,Likoni,Health Centre,Ministry of Health,Mombasa,0,0,f,f,Operational,-4.043477,39.668205
2181,11225,Mrs - 77 Artillery Battallion (Mariakani),Kilifi,Kaloleni,Other Hospital,Armed Forces,Mariakani,8,0,f,f,Operational,-3.633333,39.85
2182,11652,Mrughua Dispensary,Taita Taveta,Mwatate,Dispensary,Ministry of Health,Mrughua,0,0,f,f,Operational,\N,\N
2183,21152,Msaada Healthcare Community Dispensary,Kwale,Msambweni,Dispensary,Private Practice - Clinical Officer,Ukunda,0,0,f,f,Operational,-4.183333,39.45
2184,11655,Msambweni District Hospital,Kwale,Msambweni,District Hospital,Ministry of Health,Msambweni,155,0,f,f,Operational,-4.183333,39.45
2185,13828,Msare Health Centre,Homa Bay,Suba,Health Centre,Ministry of Health,Sindo,2,0,f,f,Operational,-0.516667,34.45
2186,20300,Mshongoleni Community Dispensary,Kilifi,Malindi,Dispensary,Community,Msabaha,0,0,f,f,Operational,-3.216667,40.116667
2187,18055,Msomi Complex Medical Clinic,Migori,Migori,Medical Clinic,Christian Health Association of Kenya,Migori Town centre,4,0,f,f,Operational,-1.066667,34.466667
2188,11658,Msulwa Dispensary,Kwale,Matuga,Dispensary,Ministry of Health,Kwale,0,0,f,f,Operational,-4.183333,39.45
2189,11659,Msumarini Dispensary,Kilifi,Kilifi South,Dispensary,Ministry of Health,Mtwapa,0,0,f,f,Operational,-3.633333,39.85
2190,19742,Mt Elgon Annex Clinics,Trans Nzoia,Trans Nzoia West,Medical Clinic,Private Practice - Medical Specialist,Kitale,0,0,f,f,Operational,1.016667,34.983333
2191,19857,Mt Elgon Annex Clinics -Dr Manuthu,Trans Nzoia,Trans Nzoia West,Medical Clinic,Private Practice - Medical Specialist,Kitale,0,0,f,f,Operational,1.016667,34.983333
2192,19385,Mt Elgon Clinic,Bungoma,Cheptais,Medical Clinic,Private Practice - Nurse / Midwife,cheptais,2,0,f,f,Operational,0.566667,34.566667
2193,16025,Mt Elgon District Hospital,Bungoma,Mt Elgon,District Hospital,Ministry of Health,Kapsokwony,31,0,f,f,Operational,0.566667,34.566667
2194,15240,Mt Elgon National Park Dispensary,Trans Nzoia,Kwanza,Dispensary,Ministry of Health,Kitale,0,0,f,f,Operational,1.016667,34.983333
2195,10738,Mt Kenya (ACK) Hospital,Kirinyaga,Kirinyaga Central,Nursing Home,Christian Health Association of Kenya,Kerugoya,37,0,f,f,Operational,-0.5,37.283333
2196,19766,Mt Kenya Junior Academy,Nyeri,Nyeri Central,Medical Clinic,Private Enterprise (Institution),GAME ROCK,0,0,f,f,Operational,-0.416667,36.95
2197,18015,Mt Kenya Kabiruini Medical Clinic,Nyeri,Mathira West,Medical Clinic,Private Practice - Nurse / Midwife,Karatina,0,0,f,f,Operational,-0.416667,36.95
2198,19765,Mt Kenya Senior Academy,Nyeri,Nyeri Central,Medical Clinic,Private Enterprise (Institution),,0,0,f,f,Operational,-0.416667,36.95
2199,10739,Mt Kenya Sub-District Hospital,Nyeri,Nyeri Central,Sub-District Hospital,Ministry of Health,Nyeri Town,16,0,f,f,Operational,-0.416667,36.95
2200,15241,Mt Longonot Hospital,Nakuru,Naivasha,Other Hospital,Private Practice - Medical Specialist,Naivasha town,33,2,f,f,Operational,-0.303099,36.080026
2201,17269,Mt Zion Community Health Clinic,Makueni,Nzaui,Medical Clinic,Private Practice - General Practitioner,Emali  Market,0,0,f,f,Operational,-1.8,37.616667
2202,17568,Mt Zion Mission Medical Clinic,Trans Nzoia,Trans Nzoia East,Medical Clinic,Other Faith Based,Kitale,0,0,f,f,Operational,1.016667,34.983333
2203,20373,Mt. Pleasant  Medical Clinic,Kiambu,Githunguri,Medical Clinic,Private Practice - Nurse / Midwife,Githunguri Market,0,0,f,f,Operational,-1.166667,36.833333
2204,11662,Mtaa Dispensary,Kwale,Kinango,Dispensary,Ministry of Health,Kinango,0,0,f,f,Operational,-4.183333,39.45
2205,11664,Mtangani Medical Clinic,Kilifi,Malindi,Medical Clinic,Private Practice - Nurse / Midwife,Mtangani,0,0,f,f,Operational,-3.216667,40.116667
2206,21070,Mtangawanda Dispensary,Lamu,Lamu East,Dispensary,Ministry of Health,Mtangawanda village,0,0,f,f,Operational,-2.266667,40.9
2207,14835,Keringani Dispensary,Narok,Trans Mara West - Dikirr,Dispensary,Ministry of Health,Lolgorian,0,0,f,f,Operational,-1.083333,35.866667
2208,14837,Keringet Health Centre,West Pokot,West Pokot,Health Centre,Ministry of Health,Kapenguria,0,0,f,f,Operational,1.233333,35.116667
2209,14836,Keringet Health Centre (Kuresoi),Nakuru,Kuresoi,Health Centre,Ministry of Health,Keringet,8,0,f,f,Operational,-0.303099,36.080026
2210,14838,Kerio Health Centre,Turkana,Turkana Central,Health Centre,Ministry of Health,Kerio,40,0,f,f,Operational,3.116667,35.6
2211,13677,Keritor Dispensary,Nyamira,Borabu,Dispensary,Private Enterprise (Institution),Ikonge,2,0,f,f,Operational,-0.633333,34.933333
2212,20389,Kernan Medical Clinic,Kiambu,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,Witeithie,0,0,f,f,Operational,-1.166667,36.833333
2213,17232,Kerobo Health Centre,Nyamira,Nyamira North,Health Centre,Ministry of Health,Nyamusi,12,3,f,f,Operational,-0.633333,34.933333
2214,14839,Kerol Health Centre,Nakuru,Kuresoi,Medical Clinic,Private Enterprise (Institution),Keringet,3,0,f,f,Operational,-0.303099,36.080026
2215,14840,Kerol Health Services,Kericho,Bureti,Dispensary,Private Enterprise (Institution),Kapkatet,0,0,f,f,Operational,-0.366667,35.283333
2216,10519,Kerugoya Catholic Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kerugoya,0,0,f,f,Operational,-0.5,37.283333
2217,10520,Kerugoya District Hospital,Kirinyaga,Kirinyaga Central,District Hospital,Ministry of Health,Kerugoya,276,47,f,f,Operational,-0.5,37.283333
2218,10522,Kerugoya Medical Centre,Kirinyaga,Kirinyaga Central,Nursing Home,Private Practice - General Practitioner,Kerugoya,15,0,f,f,Operational,-0.5,37.283333
2219,21261,Kerugoya Medical Centre (Annex),Kirinyaga,Kirinyaga Central,Other Hospital,Private Practice - Medical Specialist,Kibingo,70,0,f,f,Operational,-0.5,37.283333
2220,10525,Kerugoya Medical Laboratory,Kirinyaga,Kirinyaga Central,Laboratory (Stand-alone),Private Enterprise (Institution),,0,0,f,f,Not-Operational,-0.5,37.283333
2221,16502,Kerugoya Medical Services and Advisory Centre,Kirinyaga,Kirinyaga Central,Medical Clinic,Private Practice - Medical Specialist,Kerugoya,0,0,f,f,Operational,-0.5,37.283333
2222,16868,Kerumbe Dispensary,Nyamira,Borabu,Dispensary,Ministry of Health,Ikonge,2,0,f,f,Operational,-0.633333,34.933333
2223,20212,Kerwa Catholic Health Centre,Kiambu,Kikuyu,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kerwa Trading Centre,6,0,f,f,Operational,-1.166667,36.833333
2224,14841,Kesses Health Centre,Uasin Gishu,Wareng,Health Centre,Ministry of Health,Eldoret,0,0,f,f,Operational,0.514277,35.269779
2225,14842,Ketepa Dispensary (Kericho),Kericho,Kericho,Dispensary,Private Enterprise (Institution),Kericho,0,0,f,f,Operational,-0.366667,35.283333
2226,21079,Ketigoi Dispensary,Elgeyo Marakwet,Keiyo South,Dispensary,Ministry of Health,Ketigoi,0,0,f,f,Operational,\N,\N
2227,17210,Ketitui Dispensary,Kericho,Kericho,Dispensary,Ministry of Health,Ainamoi,0,0,f,f,Operational,-0.366667,35.283333
2228,14843,Keturwo Dispensary,Baringo,Baringo North,Dispensary,Ministry of Health,Kabartonjo,0,0,f,f,Operational,0.466667,35.966667
2229,13679,Keumbu Medical Clinic,Kisii,Kisii Central,Medical Clinic,Private Enterprise (Institution),Keumbu,0,0,f,f,Operational,-0.683333,34.766667
2230,13680,Keumbu Sub-District Hospital,Kisii,Kisii Central,Sub-District Hospital,Ministry of Health,Keumbu,32,0,f,f,Operational,-0.683333,34.766667
2231,12269,Kevote Catholic Dispensary,Embu,Manyatta,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kevote,0,0,f,f,Operational,-0.533333,37.45
2232,16415,Kewamoi Dispensary,Nakuru,Kuresoi,Dispensary,Ministry of Health,Keringet,0,0,f,f,Operational,-0.303099,36.080026
2233,17327,Keyian SDA Dispensary,Narok,Trans Mara West - Dikirr,Dispensary,Other Faith Based,Enoosaen,0,0,f,f,Operational,-1.083333,35.866667
2234,15929,Khachonge Dispensary,Bungoma,Bungoma Central,Dispensary,Private Practice - Unspecified,Khachonge Market,0,0,f,f,Operational,0.566667,34.566667
2235,16182,Khadija Medical Clinic,Kilifi,Rabai,Medical Clinic,Private Practice - Clinical Officer,Mazeras,0,0,f,f,Operational,-3.633333,39.85
2236,20321,Khairat Medical Centre,Kilifi,Kilifi North,Medical Clinic,Private Practice - Clinical Officer,Kilifi,0,0,f,f,Operational,-3.633333,39.85
2237,21036,Khajula Dispensay,Busia,Bunyala,Dispensary,Ministry of Health,MauMau Market,0,0,f,f,Pending Opening,0.46,34.11
2238,15931,Khalaba Health Centre,Kakamega,Matungu,Health Centre,Ministry of Health,Mumias,4,0,f,f,Operational,0.284767,34.752308
2239,17881,Khalaba Medical Services,Bungoma,Bungoma South,Nursing Home,Private Practice - Medical Specialist,Bungoma,20,2,f,f,Operational,0.566667,34.566667
2240,18362,Khalala Dispensary,Bungoma,Bungoma East,Dispensary,Ministry of Health,Webuye,0,0,f,f,Operational,0.566667,34.566667
2241,13379,Khalalio Health Centre,Mandera,Mandera East,Health Centre,Ministry of Health,Mandera,40,0,f,f,Operational,3.933333,41.866667
2242,15932,Khalumuli Dispensary,Bungoma,Bungoma East,Dispensary,Other Public Institution,Webuye,0,0,f,f,Operational,0.566667,34.566667
2243,20822,Khamulati  Medical Clinic,Bungoma,Kimilili Bungoma,Medical Clinic,Private Practice - Clinical Officer,kimilili,7,0,f,f,Operational,0.566667,34.566667
2244,15933,Khaoya Dispensary,Bungoma,Bungoma East,Dispensary,Other Public Institution,Webuye,0,0,f,f,Operational,0.566667,34.566667
2245,15934,Kharanda Dispensary,Kakamega,Kakamega Central (Lurambi),Dispensary,Ministry of Health,Kharanda Mkt,0,0,f,f,Operational,0.284767,34.752308
2246,14844,Khartoum Tea Dispensary,Nandi,Nandi East,Dispensary,Company Medical Service,Nandi Hills,0,0,f,f,Operational,0.166667,35.133333
2247,15935,Khasoko Health Centre,Bungoma,Bumula,Health Centre,Christian Health Association of Kenya,Buyofu,16,4,f,f,Operational,0.566667,34.566667
2248,15936,Khaunga Dispensary,Kakamega,Mumias,Dispensary,Ministry of Health,Mumias,4,0,f,f,Operational,0.284767,34.752308
2249,18240,Khayega Community Clinic,Kakamega,Kakamega East (Shinyalu),Medical Clinic,Private Practice - Nurse / Midwife,Khayega,2,1,f,f,Operational,0.284767,34.752308
2250,15937,Khayo Dispensary,Busia,Nambale,Dispensary,Ministry of Health,Nambale,0,0,f,f,Operational,0.46,34.11
2251,19097,KHE Farm Dispensary,Laikipia,Laikipia East,Dispensary,Private Enterprise (Institution),Naibor,0,0,f,f,Operational,0.366667,37.033333
2252,15484,Khems Medical Clinic,Nakuru,Naivasha,Medical Clinic,Private Practice - Clinical Officer,Naivasha town,0,0,f,f,Operational,-0.303099,36.080026
2253,13380,Khorof Harar Sub-District Hospital,Wajir,Wajir East,Sub-District Hospital,Ministry of Health,Khorof Harar Village,12,0,f,f,Operational,1.75,40.066667
2254,17041,Khulwanda Dispensary,Bungoma,Bumula,Dispensary,Christian Health Association of Kenya,Bungoma,0,0,f,f,Not-Operational,0.566667,34.566667
2255,15939,Khunyangu Sub-District Hospital,Busia,Butula,District Hospital,Ministry of Health,Bumala,31,0,f,f,Operational,0.46,34.11
2256,15940,Khwisero Health Centre,Kakamega,Khwisero,Health Centre,Ministry of Health,Khwisero,7,0,f,f,Operational,0.284767,34.752308
2257,14638,KIagai (PCEA) Dispensary,Nakuru,Subukia,Dispensary,Christian Health Association of Kenya,Subukia,0,0,f,f,Operational,-0.303099,36.080026
2258,10526,Kiaguthu Dispensary,Nyeri,Nyeri South,Dispensary,Ministry of Health,Othaya Town,0,0,f,f,Operational,-0.416667,36.95
2259,13681,Kiagware Dispensary,Kisii,South Gucha,Dispensary,Ministry of Health,Kiagware Mkt,7,1,f,f,Operational,-0.683333,34.766667
2260,10527,Kiahuria Medical Clinic,Kiambu,Kikuyu,Medical Clinic,Private Enterprise (Institution),Wangige,4,0,f,f,Operational,-1.166667,36.833333
2261,10528,Kiairathe Dispensary,Murang'a,Muranga West,Dispensary,Ministry of Health,Gakira Market,0,0,f,f,Operational,-0.716667,37.15
2262,10530,Kiamabara Dispensary,Nyeri,Mathira East,Dispensary,Ministry of Health,Kiamabara,0,0,f,f,Operational,-0.416667,36.95
2263,10531,Kiamagunyi (ACK) Clinic,Kirinyaga,Kirinyaga West,Dispensary,Christian Health Association of Kenya,Rikiania,0,0,f,f,Operational,-0.5,37.283333
2264,14954,Kiwamu Dispensary,Nakuru,Nakuru North,Health Centre,Ministry of Health,Kabatini,4,1,f,f,Operational,-0.303099,36.080026
2265,19712,Kiwara Medical Clinic,Nyeri,Kieni West,Medical Clinic,Private Practice - Nurse / Midwife,Kiawara,0,0,f,f,Operational,-0.416667,36.95
2266,20083,Kiwawa GOK Dispensary,West Pokot,North Pokot,Dispensary,Ministry of Health,Konyao,0,0,f,f,Operational,1.233333,35.116667
2267,11494,Kiwayuu Dispensary,Lamu,Lamu East,Dispensary,Ministry of Health,Kiwayuu island,0,0,f,f,Operational,-2.266667,40.9
2268,11495,Kizibe Dispensary,Kwale,Matuga,Dispensary,Ministry of Health,Kwale,0,0,f,f,Operational,-4.183333,39.45
2269,21150,Kizimani mission Clinic,Machakos,Kangundo,Medical Clinic,Private Enterprise (Institution),Kivaani,0,0,f,f,Pending Opening,-1.516667,37.266667
2270,11497,Kizingo Health Centre,Kilifi,Kilifi South,Health Centre,Ministry of Health,Chasimba,0,0,f,f,Operational,-3.633333,39.85
2271,20614,Kliniq,Nakuru,Nakuru,Medical Clinic,Private Practice - Medical Specialist,SHIV PlAZA,0,0,f,f,Operational,-1.286389,36.817223
2272,12380,Kmc Clinic Mwichune,Meru,Imenti South,Medical Clinic,Private Practice - Nurse / Midwife,Nkubu Town,0,0,f,f,Operational,0.05,37.65
2273,17903,Kmc Staff Clinic,Machakos,Athi River,Medical Clinic,Parastatal,Mavoko,1,0,f,f,Operational,-1.516667,37.266667
2274,17554,K-Met Corkran,Kisumu,Kisumu East,Dispensary,Non-Governmental Organizations,Kisumu,1,0,f,f,Operational,-0.10221,34.761711
2275,18347,Kmtc Mombasa Students Clinic,Mombasa,Mvita,Medical Clinic,Ministry of Health,Coast Provincial General Hospital,0,0,f,f,Operational,-4.043477,39.668205
2276,14958,Kobos Health Centre,Trans Nzoia,Kwanza,Health Centre,Ministry of Health,Kitale,0,0,f,f,Operational,1.016667,34.983333
2277,17125,Kobujoi Forest Dispensary,Nandi,Nandi South,Dispensary,Ministry of Health,kobujoi  market,0,0,f,f,Not-Operational,0.166667,35.133333
2278,14960,Kobujoi Mission Health Centre,Nandi,Nandi South,Health Centre,Other Faith Based,Kobujoi market,36,5,f,f,Operational,0.166667,35.133333
2279,13708,Kobuya Dispensary,Homa Bay,Rachuonyo North,Dispensary,Ministry of Health,Miriu Market,0,0,f,f,Operational,-0.516667,34.45
2280,20134,Kochola Dispensary,Migori,Rongo,Dispensary,Ministry of Health,Opapo Market Center,2,0,f,f,Operational,-1.066667,34.466667
2281,12275,Kiamuriuki Dispensary,Tharaka Nithi,Meru South,Dispensary,Christian Health Association of Kenya,Chuka Town/ Kibugua,0,0,f,f,Operational,\N,\N
2282,19431,Kiamuthambi Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Ministry of Health,Kiamuthambi,0,0,f,f,Pending Opening,-0.5,37.283333
2283,16497,Kiamutugu CFW Clinic,Kirinyaga,Kirinyaga North,Medical Clinic,Private Practice - Nurse / Midwife,Kianyaga,0,0,f,f,Operational,-0.5,37.283333
2284,10545,Kiamutugu Health Centre,Kirinyaga,Kirinyaga East,Health Centre,Ministry of Health,Kiamutugu,5,0,f,f,Operational,-0.5,37.283333
2285,10546,Kiamuya Dispensary,Nyeri,Nyeri South,Dispensary,Ministry of Health,Kiamuya,0,0,f,f,Operational,-0.416667,36.95
2286,10547,Kiamwathi Medical Clinic,Nyeri,Nyeri Central,Medical Clinic,Private Practice - Clinical Officer,Kiamwathi,0,0,f,f,Operational,-0.416667,36.95
2287,20621,Kianda 42 Community Clinic,Nairobi,Kibra,Dispensary,Ministry of Health,,0,0,f,f,Operational,-1.286389,36.817223
2288,17258,Kianda Dispensary,Meru,Igembe South,Dispensary,Ministry of Health,Kianda Market,0,0,f,f,Pending Opening,0.05,37.65
2289,10551,Kiandegwa (Methodist Church of Kenya) Dispensary,Kirinyaga,Kirinyaga North,Dispensary,Christian Health Association of Kenya,Kiandegwa,0,0,f,f,Operational,-0.5,37.283333
2290,10552,Kiandere Dispensary,Nyeri,Tetu,Dispensary,Ministry of Health,Kiandere,0,0,f,f,Operational,-0.416667,36.95
2291,19430,Kianderi Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Ministry of Health,Kianderi,0,0,f,f,Pending Opening,-0.5,37.283333
2292,17709,Kiandiu Dispensary,Meru,Tigania West,Dispensary,Ministry of Health,kiandiu Market,0,0,f,f,Operational,0.05,37.65
2293,10553,Kiandu Medical Clinic,Nyeri,Tetu,Medical Clinic,Private Practice - Nurse / Midwife,Kiandu,0,0,f,f,Operational,-0.416667,36.95
2294,16814,Kiandutu Health Centre,Kiambu,Thika West,Health Centre,Ministry of Health,Thika,0,0,f,f,Operational,-1.033333,37.066667
2295,11463,Kiangachinyi Dispensary,Taita Taveta,Mwatate,Dispensary,Ministry of Health,Kiangachinyi,0,0,f,f,Operational,\N,\N
2296,10556,Kiangai Health Centre,Kirinyaga,Kirinyaga West,Health Centre,Ministry of Health,Kiangai,0,0,f,f,Operational,-0.5,37.283333
2297,10557,Kiangai Medical Clinic,Kirinyaga,Kirinyaga West,Medical Clinic,Private Practice - Nurse / Midwife,Kiangai,0,0,f,f,Operational,-0.5,37.283333
2298,16989,Kiang'inda Health Centre,Nyamira,Nyamira,Health Centre,Ministry of Health,Ting'a Market,6,0,f,f,Operational,-0.633333,34.933333
2299,12276,Kiangini Dispensary,Makueni,Kathonzweni,Dispensary,Ministry of Health,Kiangini,2,2,f,f,Operational,-1.8,37.616667
2300,10555,Kiang'ombe Dispensary,Kirinyaga,Kirinyaga East,Dispensary,Ministry of Health,Kiang'ombe,0,0,f,f,Operational,-0.5,37.283333
2301,12277,Kiangondu Dispensary,Tharaka Nithi,Meru South,Dispensary,Christian Health Association of Kenya,Chuka Town,0,0,f,f,Operational,\N,\N
2302,13684,Kiangoso Dispensary,Nyamira,Manga,Dispensary,Ministry of Health,Esaba,1,0,f,f,Operational,-0.633333,34.933333
2303,10561,Kiangwenyi Clinic,Kirinyaga,Kirinyaga East,Medical Clinic,Private Enterprise (Institution),Kiangwenyi,0,0,f,f,Operational,-0.5,37.283333
2304,10562,Kianjege Dispensary,Kirinyaga,Kirinyaga West,Dispensary,Ministry of Health,Kianjege,0,0,f,f,Operational,-0.5,37.283333
2305,20155,Kianjokoma  Muungano SHG Community Dispensary,Embu,Embu East,Medical Clinic,Private Practice - Unspecified,Kianjokoma,0,0,f,f,Operational,-0.533333,37.45
2306,12278,Kianjokoma (ACK) Trinity Clinic,Embu,Manyatta,Dispensary,Christian Health Association of Kenya,Kianjokoma,0,0,f,f,Operational,-0.533333,37.45
2307,12279,Kianjokoma Sub-District Hospital,Embu,Embu East,Sub-District Hospital,Ministry of Health,Kianjokoma,6,4,f,f,Operational,-0.533333,37.45
2308,14846,Kianjoya Dispensary,Nakuru,Njoro,Dispensary,Ministry of Health,Kianjoya,3,0,f,f,Operational,-0.303099,36.080026
2309,16172,Kianjugu Dispensary,Murang'a,Muranga South,Dispensary,Ministry of Health,Kirimiri,0,0,f,f,Operational,-0.716667,37.15
2310,20591,Kianjuri Dispensary,Meru,Imenti North,Dispensary,Ministry of Health,,0,0,f,f,Pending Opening,0.05,37.65
2311,10564,Kianyaga Catholic Health Centre,Kirinyaga,Kirinyaga East,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kianyaga,12,0,f,f,Operational,-0.5,37.283333
2312,10565,Kianyaga Sub-District Hospital,Kirinyaga,Kirinyaga East,Sub-District Hospital,Ministry of Health,Kianyaga,28,6,f,f,Operational,-0.5,37.283333
2313,12281,Kiaoni Dispensary (Kibwezi),Makueni,Kibwezi,Dispensary,Ministry of Health,Athi Kiaoni,0,0,f,f,Operational,-1.8,37.616667
2314,20272,Kiaora Farm Dispensary,Kiambu,Ruiru,Dispensary,Company Medical Service,Juja town,0,0,f,f,Operational,-1.033333,37.066667
2315,10566,Kiaragana Dispensary,Kirinyaga,Kirinyaga West,Dispensary,Ministry of Health,Kiaragana,0,0,f,f,Operational,-0.5,37.283333
2316,12283,Kiarago Health Centre (Imenti South),Meru,Imenti South,Health Centre,Ministry of Health,Nkubu Town,0,0,f,f,Operational,0.05,37.65
2317,17571,Kiarithaini Dispensary,Nyeri,Mathira East,Dispensary,Ministry of Health,Karatina,0,0,f,f,Operational,-0.416667,36.95
2318,20543,Kiarukungu Dispensary,Kirinyaga,Kirinyaga South,Health Centre,Ministry of Health,Ngurubani,0,0,f,f,Operational,-0.5,37.283333
2319,13685,Kiaruta Dispensary,Kisii,Kisii South,Dispensary,Ministry of Health,Gesonso Mkt,0,0,f,f,Operational,-0.683333,34.766667
2320,13686,Kiasa Dispensary,Homa Bay,Ndhiwa,Dispensary,Ministry of Health,Ratanga,0,0,f,f,Operational,-0.516667,34.45
2321,17935,Kiati Dispensary,Kitui,Mutomo,Dispensary,Ministry of Health,Katyethoka Market,0,0,f,f,Operational,-1.366667,38.016667
2322,19110,Kiatineni Dispensary,Machakos,Masinga,Dispensary,Ministry of Health,Kiatineni,0,1,f,f,Operational,-1.516667,37.266667
2323,18014,Kiawa Medical Clinic,Nyeri,Kieni East,Medical Clinic,Private Enterprise (Institution),Ichuga,0,0,f,f,Operational,-0.416667,36.95
2324,19595,Kiawakara Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Ministry of Health,Kiawakara Village,0,0,f,f,Pending Opening,-0.5,37.283333
2325,14847,Kibabet Tea Dispensary,Nandi,Nandi East,Dispensary,Company Medical Service,Nandi Hills,0,0,f,f,Operational,0.166667,35.133333
