facility_id,facility_code,name,county,district,type,owner,nearest_town,beds,cots,open_24_hours,open_weekends,operational_status,latitude,longitude
3153,14617,Kabiemit Dispensary (Keiyo),Elgeyo Marakwet,Keiyo South,Dispensary,Ministry of Health,Eldoret,0,0,f,f,Operational,0.514277,35.269779
3154,14619,Kabimoi Dispensary,Baringo,Koibatek,Dispensary,Ministry of Health,Eldama Ravine,0,0,f,f,Operational,0.466667,35.966667
3155,14630,Kabirirsang Dispensary,Nandi,Nandi Central,Dispensary,Ministry of Health,Kapsabet,0,0,f,f,Operational,0.166667,35.133333
3156,12995,Kabiro Medical Clinic,Nairobi,Dagoretti North,Health Centre,Non-Governmental Organizations,Kawangware 56,5,0,f,f,Operational,-1.286389,36.817223
3157,14622,Kabitungu Dispensary,Kericho,Bureti,Dispensary,Ministry of Health,Kabitungu,0,0,f,f,Operational,-0.366667,35.283333
3158,17087,Kabiyet Dispensary,Baringo,Koibatek,Dispensary,Ministry of Health,Kabiyet Center,0,0,f,f,Operational,0.466667,35.966667
3159,14624,Kabobo Health Centre,Uasin Gishu,Eldoret West,Health Centre,Ministry of Health,Eldoret,37,0,f,f,Operational,0.516667,35.283333
3160,14625,Kaboeito Dispensary,Kericho,Bureti,Dispensary,Ministry of Health,Ngoina Estate,0,0,f,f,Operational,-0.366667,35.283333
3161,20007,Kabogor Dispensary,Baringo,Mogotio,Dispensary,Ministry of Health,Emining Centre,0,0,f,f,Operational,0.466667,35.966667
3162,17023,Kaboi Dispensary,Nandi,Nandi South,Dispensary,Ministry of Health,Kipkenyo,0,0,f,f,Operational,0.166667,35.133333
3163,14626,Kabolecho Dispensary,Narok,Trans Mara East,Dispensary,Ministry of Health,Kabolecho Market,0,0,f,f,Operational,-1.083333,35.866667
3164,13638,Kabondo Sub-District Hospital,Homa Bay,Rachuonyo South,Sub-District Hospital,Ministry of Health,Kadongo Market,14,3,f,f,Operational,-0.516667,34.45
3165,14627,Kaborok Dispensary,Kericho,Belgut,Dispensary,Ministry of Health,Sosiot,0,0,f,f,Operational,-0.366667,35.283333
3166,15910,Kaborom Dispensary,Bungoma,Mt Elgon,Dispensary,Ministry of Health,Kaborom,0,0,f,f,Operational,0.566667,34.566667
3167,14628,Kaboson Health Centre,Bomet,Chepalungu,Health Centre,Christian Health Association of Kenya,Kaboson Market,0,0,f,f,Operational,-0.783333,35.35
3168,14629,Kaboswa Tea Dispensary,Nandi,Nandi East,Dispensary,Company Medical Service,Nandi Hills,0,0,f,f,Operational,0.166667,35.133333
3169,15909,Kaboywo Dispensary,Bungoma,Mt Elgon,Dispensary,Ministry of Health,Chelilde,0,0,f,f,Operational,0.566667,34.566667
3170,16164,Kabras Action Group (KAG) Clinic,Kakamega,Kakamega North (Malava),Medical Clinic,Company Medical Service,Kakunga,0,0,f,f,Operational,0.284767,34.752308
3171,15911,Kabuchai Health Centre,Bungoma,Bungoma Central,Health Centre,Ministry of Health,Chwele,14,0,f,f,Operational,0.566667,34.566667
3172,15912,Kabula Dispensary,Bungoma,Bumula,Dispensary,Ministry of Health,Bungoma,0,0,f,f,Operational,0.566667,34.566667
3173,14631,Kabulwo Dispensary,Elgeyo Marakwet,Keiyo,Dispensary,Community,Iten,0,0,f,f,Not-Operational,\N,\N
3174,14632,Kabunyeria Health Centre,Nandi,Tinderet,Health Centre,Ministry of Health,Nandi Hills,3,0,f,f,Operational,0.166667,35.133333
3175,17531,Kabura Dispensary,Siaya,Siaya,Dispensary,Ministry of Health,Nduru market,0,0,f,f,Operational,0.066667,34.283333
3176,13592,Got Oyaro Dispensary,Homa Bay,Rachuonyo North,Dispensary,Ministry of Health,Pala Market,0,0,f,f,Operational,-0.516667,34.45
3177,11404,Gotani Dispensary,Kilifi,Kaloleni,Dispensary,Ministry of Health,Mariakani,0,0,f,f,Operational,-3.633333,39.85
3178,13593,Gotichaki Dispensary,Kisii,South Gucha,Dispensary,Ministry of Health,Gotichaki Sch.,0,0,f,f,Operational,-0.683333,34.766667
3179,10717,Grace Baricho Clinic,Kirinyaga,Kirinyaga West,Medical Clinic,Private Practice - Nurse / Midwife,Baricho,0,0,f,f,Operational,-0.5,37.283333
3180,17070,Grace Medical Care Centre,Bungoma,Bungoma South,Medical Clinic,Other Faith Based,Bungoma,0,0,f,f,Operational,0.566667,34.566667
3181,18288,Grace Medical Clinic (Imenti South),Meru,Imenti South,Medical Clinic,Private Practice - Nurse / Midwife,Mitunguu Market,0,0,f,f,Operational,0.05,37.65
3182,20917,Gracious Day Medical Centre(Tala),Machakos,Matungulu,Medical Clinic,Private Practice - Clinical Officer,Tala,0,0,f,f,Operational,-1.516667,37.266667
3183,18317,Gracious Day Medical Clinic,Wajir,Wajir East,Medical Clinic,Private Practice - Clinical Officer,South C,0,0,f,f,Operational,1.75,40.066667
3184,20946,Gram's Medical Clinic,Vihiga,Emuhaya,Medical Clinic,Private Practice - General Practitioner,Luanda Town,3,0,f,f,Operational,0.083333,34.716667
3185,20305,Grazia Medical Clinic,Nyandarua,Nyandarua North,Medical Clinic,Private Practice - Nurse / Midwife,Ndaragwa,0,0,f,f,Operational,-0.183333,36.366667
3186,14537,Great Comm Medical Clinic,Nakuru,Nakuru North,Nursing Home,Private Enterprise (Institution),Dundori,5,5,f,f,Operational,-0.303099,36.080026
3187,19895,Green Cross Medical Clinic,Nairobi,Kibra,Medical Clinic,Private Practice - Clinical Officer,,0,0,f,f,Operational,-1.286389,36.817223
3188,18740,Green Valley Clinic,Vihiga,Emuhaya,Medical Clinic,Private Practice - Nurse / Midwife,Buyangu Market,1,0,f,f,Operational,0.083333,34.716667
3189,14538,Greenview Hospital,Kericho,Kericho,Other Hospital,Private Enterprise (Institution),Kericho,8,4,f,f,Operational,-0.366667,35.283333
3190,20217,Greenview Medical Clinic,Nakuru,Nakuru,Medical Clinic,Private Practice - Nurse / Midwife,Manyani,0,0,f,f,Operational,-0.303099,36.080026
3191,13352,Griftu District Hospital,Wajir,Wajir West,District Hospital,Ministry of Health,Griftu,36,4,f,f,Operational,1.75,40.066667
3192,16413,Gsu Dispensary,Nakuru,Molo,Dispensary,Ministry of Health,Molo,0,0,f,f,Operational,-0.303099,36.080026
3193,14539,Gsu Dispensary (Kabarak),Nakuru,Rongai,Dispensary,Ministry of Health,Rongai,0,0,f,f,Operational,-0.303099,36.080026
3194,12961,Gsu Dispensary (Nairobi West),Nairobi,Kibra,Dispensary,Ministry of Health,Nairobi,0,0,f,f,Operational,-1.286389,36.817223
3195,10304,Gsu Dispensary (Ruiru),Kiambu,Ruiru,Dispensary,Ministry of Health,Kimbo town,0,0,f,f,Operational,-1.166667,36.833333
3196,14541,Gsu Field Dispensary (Kajiado),Kajiado,Kajiado North,Dispensary,Other Public Institution,Magadi,0,0,f,f,Operational,-1.85,36.783333
3197,12963,Gsu Hq Dispensary (Ruaraka),Nairobi,Roysambu,Dispensary,Other Public Institution,Nairobi,0,0,f,f,Operational,-1.286389,36.817223
3198,12962,GSUTraining School,Nairobi,Embakasi East,Health Centre,Ministry of Health,Nairobi,0,0,f,f,Operational,-1.286389,36.817223
3199,13353,Guba Dispensary,Mandera,Banisa,Dispensary,Ministry of Health,Banisa,0,0,f,f,Operational,3.933333,41.866667
3200,13594,Gucha District Hospital,Kisii,Gucha,District Hospital,Ministry of Health,Ogembo Town,50,0,f,f,Operational,-0.683333,34.766667
3201,13595,Gucha Maternity and Nursing Home,Kisii,Masaba South,Nursing Home,Private Enterprise (Institution),Keroka,15,1,f,f,Operational,-0.683333,34.766667
3202,10305,Gumba Health Centre,Nyeri,Mukurweini,Health Centre,Ministry of Health,Gumba,10,0,f,f,Operational,-0.416667,36.95
3203,20709,Gunana Dispensary,Wajir,Tarbaj,Dispensary,Ministry of Health,Gunana,0,0,f,f,Not-Operational,1.75,40.066667
3204,19122,Gundua Health Centre,Meru,Buuri,Dispensary,Private Practice - Nurse / Midwife,Timau,0,0,f,f,Operational,0.05,37.65
3205,18715,Gunduwa Health Centre,Meru,Imenti North,Health Centre,Private Practice - Unspecified,Timau Market,2,0,f,f,Operational,0.05,37.65
3206,13355,Gurar Health Centre,Wajir,Wajir North,Health Centre,Ministry of Health,Gurar,0,0,f,f,Operational,1.75,40.066667
3207,13356,Gurufa Dispensary,Garissa,Lagdera,Dispensary,Ministry of Health,Modogashe,0,0,f,f,Operational,-0.456944,39.658333
3208,20603,Gurumesa Dispensary,Marsabit,Moyale,Dispensary,Ministry of Health,Moyale,0,0,f,f,Operational,2.333333,37.983333
3209,12054,Gus Dispensary,Marsabit,North Horr,Dispensary,Ministry of Health,North Horr,11,0,f,f,Operational,2.333333,37.983333
3210,14542,Guyana Medical Clinic,Trans Nzoia,Trans Nzoia East,Medical Clinic,Private Practice - Clinical Officer,Kitale,0,0,f,f,Operational,1.016667,34.983333
3211,13597,Gwitembe Health Centre,Migori,Kuria East,Health Centre,Ministry of Health,Gwitembe,4,0,f,f,Operational,-1.066667,34.466667
3212,19205,Gynocare Centre Maternity Home,Uasin Gishu,Eldoret East,Maternity Home,Private Practice - Medical Specialist,Eldoret,20,4,f,f,Operational,0.514277,35.269779
3213,13357,Habaswein District Hospital,Wajir,Habaswein,District Hospital,Ministry of Health,Habaswein,24,0,f,f,Operational,1.75,40.066667
3214,13358,Hadado Health Centre,Wajir,Wajir West,Health Centre,Ministry of Health,Griftu,0,0,f,f,Operational,1.75,40.066667
3215,13359,Hagadera Hospital,Garissa,Fafi,Other Hospital,Non-Governmental Organizations,Hagadera,120,0,f,f,Operational,-0.456944,39.658333
3216,17336,Hagarbul Dispensary,Garissa,Dadaab,Dispensary,Ministry of Health,,0,0,f,f,Operational,-0.456944,39.658333
3217,20974,Haifa Med Clinic,Makueni,Mbooni West,Medical Clinic,Private Practice - Clinical Officer,Kikima,1,1,f,f,Operational,-1.8,37.616667
3218,17149,Hakati Dspensary,Busia,Samia,Dispensary,Armed Forces,Nambengele,0,0,f,f,Operational,0.46,34.11
3219,12967,Hakati Medical Clinic,Nairobi,Embakasi Central,Medical Clinic,Private Enterprise (Institution),Nairobi,0,0,f,f,Operational,-1.286389,36.817223
3220,18801,Hamey Dispensary,Garissa,Dadaab,Dispensary,Ministry of Health,,0,0,f,f,Operational,-0.456944,39.658333
3221,15894,Hamisi Sub District Hospital,Vihiga,Hamisi,Sub-District Hospital,Ministry of Health,Mbale,16,4,f,f,Operational,0.083333,34.716667
3222,19970,Hamsadam Medical Clinic,Machakos,Machakos,Medical Clinic,Private Practice - Clinical Officer,kyumbi,0,0,f,f,Operational,-1.516667,37.266667
3223,16753,Hamundia Health Centre,Kiambu,Ruiru,Health Centre,Ministry of Health,Ruiru,4,0,f,f,Operational,-1.166667,36.833333
3224,19472,Hamza Medical Centre,Nairobi,Makadara,Medical Clinic,Private Practice - Clinical Officer,Hamza,0,0,f,f,Operational,-1.286389,36.817223
3225,17751,Hamza Medical Clinic,Wajir,Wajir North,Medical Clinic,Private Practice - Nurse / Midwife,Bute town at Makutano,0,0,f,f,Operational,1.75,40.066667
3226,13360,Handaro Dispensary,Garissa,Hulugho,Dispensary,Ministry of Health,Sangailu town,0,0,f,f,Operational,-0.456944,39.658333
3227,13599,Happy Magwagwa Clinic,Nyamira,Nyamira North,Medical Clinic,Private Enterprise (Institution),Magwagwa,1,0,f,f,Operational,-0.633333,34.933333
3228,13361,Hara Health Centre,Garissa,Ijara,Health Centre,Ministry of Health,Masalani Town,0,0,f,f,Operational,-0.456944,39.658333
3229,20715,Haraka Dispensary,Nyandarua,Kinangop,Dispensary,Ministry of Health,Haraka Township,1,1,f,f,Pending Opening,-0.183333,36.366667
3230,19801,Haraka Medical Clinic,Nyandarua,Kinangop,Medical Clinic,Private Practice - Unspecified,Kanyua Market,0,0,f,f,Operational,-0.183333,36.366667
3231,13362,Hareri Dispensary,Mandera,Mandera East,Dispensary,Ministry of Health,Mandera,0,0,f,f,Operational,3.933333,41.866667
3232,19908,Harmony Medical Clinic,Siaya,Gem,Dispensary,Private Practice - Nurse / Midwife,Sirembe Market,0,0,f,f,Operational,0.066667,34.283333
3233,17078,Haroresa,Tana River,Galole,Dispensary,Ministry of Health,Hola,0,0,f,f,Operational,-1.5,40.033333
3234,19755,Harrison Mudoga Mc,Trans Nzoia,Trans Nzoia West,Medical Clinic,Private Practice - Nurse / Midwife,Within Kitale town,0,0,f,f,Operational,1.016667,34.983333
3235,20178,Havillan Medical Center,Kajiado,Kajiado North,Medical Clinic,Private Practice - Nurse / Midwife,Ongata Rongai,0,0,f,f,Operational,-1.286389,36.817223
3236,17008,Health Bridge Medical Clinic,Mandera,Mandera West,Medical Clinic,Private Practice - Nurse / Midwife,Takaba,0,0,f,f,Operational,3.933333,41.866667
3237,19497,Health Care Services,Nairobi,Makadara,Medical Clinic,Private Practice - General Practitioner,,0,0,f,f,Operational,-1.286389,36.817223
3238,14543,Health For All (ACK) Clinic,Kajiado,Kajiado Central,Dispensary,Christian Health Association of Kenya,Kajiado,1,0,f,f,Operational,-1.85,36.783333
3239,19597,Health Source Medical Centre,Mombasa,Kisauni,Medical Clinic,Private Practice - General Practitioner,Kongowea,0,0,f,f,Operational,-4.043477,39.668205
3240,18278,Healthways Medical Centre,Nairobi,Langata,Medical Clinic,Private Enterprise (Institution),South C,0,0,f,f,Operational,-1.286389,36.817223
3241,19824,Hebron CFW Clinic,Kirinyaga,Kirinyaga South,Medical Clinic,Non-Governmental Organizations,,0,0,f,f,Operational,-0.5,37.283333
3242,19813,Hebron CFW Clinic (Kutus),Kirinyaga,Kirinyaga South,Medical Clinic,Non-Governmental Organizations,Kutus market,0,0,f,f,Operational,-0.5,37.283333
3243,12057,Heillu Dispensary,Marsabit,Moyale,Dispensary,Ministry of Health,Moyale,0,0,f,f,Operational,2.333333,37.983333
3244,14545,Hekima Dispensary,Nakuru,Nakuru,Dispensary,Other Faith Based,Nakuru Town,0,0,f,f,Operational,-0.303099,36.080026
3245,20093,Hekima HTC Center,Migori,Kuria West,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kehancha Township,0,0,f,f,Operational,-1.066667,34.466667
3246,21263,Hekima Medical Centre,Nairobi,Roysambu,Medical Clinic,Private Practice - Clinical Officer,,0,0,f,f,Operational,-1.286389,36.817223
3247,11408,Hekima Medical Clinic,Mombasa,Kisauni,Medical Clinic,Private Practice - Clinical Officer,Mombasa,0,0,f,f,Operational,-4.043477,39.668205
3248,20229,Helna Medical Clinic,Laikipia,Nyahururu,Medical Clinic,Private Practice - Clinical Officer,Nyahururu,0,0,f,f,Pending Opening,0.366667,37.033333
3249,18373,Helpers of Mary Dispensary,Nakuru,Nakuru,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Mwariki Market,0,0,f,f,Operational,-0.303099,36.080026
3250,20962,Helsamy Medical Clinic,Kisumu,Kisumu East,Medical Clinic,Private Practice - Clinical Officer,Kondele -Manyatta Market,1,0,f,f,Operational,-0.10221,34.761711
3251,13603,Hema Hospital,Kisii,Kisii Central,Other Hospital,Private Enterprise (Institution),Kisii Town,168,20,f,f,Operational,-0.683333,34.766667
3252,17674,Hema Medical Clinic,Vihiga,Hamisi,Medical Clinic,Private Practice - Nurse / Midwife,Gambogi,2,2,f,f,Operational,0.083333,34.716667
3253,10312,Heni Health Centre,Nyandarua,Kinangop,Health Centre,Ministry of Health,Heni,0,0,f,f,Operational,-0.183333,36.366667
3254,16180,Heri Medical Centre,Kilifi,Kilifi North,Medical Clinic,Private Enterprise (Institution),Tezo,0,0,f,f,Operational,-3.633333,39.85
3255,19955,Heri Tana Medical Clinic,Tana River,Tana Delta,Medical Clinic,Private Practice - Clinical Officer,Tarasaa,6,0,f,f,Operational,-1.5,40.033333
3256,17364,Heritage Medical Clinic,Kiambu,Kikuyu,Medical Clinic,Private Practice - Nurse / Midwife,Kiambaa Market,0,0,f,f,Operational,-1.033333,37.066667
3257,10313,Heshima Clinic,Kirinyaga,Kirinyaga East,Medical Clinic,Private Practice - Nurse / Midwife,Githure,0,0,f,f,Operational,-0.533333,37.45
3258,14547,Heshima Medical Clinic (Nakuru North),Nakuru,Nakuru North,Medical Clinic,Private Practice - Nurse / Midwife,Heshima,0,0,f,f,Operational,-0.303099,36.080026
3259,19112,Heshima Medical Clinic-Masinga,Machakos,Masinga,Medical Clinic,Private Practice - Nurse / Midwife,Masinga,0,2,f,f,Operational,-1.516667,37.266667
3260,18445,Hessed Clinic Masiro,Siaya,Siaya,Medical Clinic,Private Practice - Nurse / Midwife,,0,0,f,f,Operational,0.066667,34.283333
3261,10316,Hezeman Afya Bora,Kirinyaga,Kirinyaga West,Laboratory (Stand-alone),Private Enterprise (Institution),Baricho,0,0,f,f,Operational,-0.5,37.283333
3262,16522,Hidaya Medical Clinic,Kilifi,Malindi,Medical Clinic,Private Practice - Clinical Officer,Malindi,0,0,f,f,Operational,-3.216667,40.116667
3263,20859,Hifadhi Siha Clinic,Kajiado,Isinya,Medical Clinic,Private Practice - General Practitioner,Kitengela town,0,0,f,f,Operational,-1.85,36.783333
3264,19787,High Way Medical Clinic,Nyandarua,Nyandarua South,Medical Clinic,Private Practice - Clinical Officer,Engineer town,0,0,f,f,Operational,-0.183333,36.366667
3265,18844,Highrise Medical Services,Mombasa,Kisauni,Medical Clinic,Private Practice - Nurse / Midwife,Bamburi,0,0,f,f,Operational,-4.043477,39.668205
3266,13363,Highway Clinic (Wajir East),Wajir,Wajir East,Medical Clinic,Private Enterprise (Institution),Wajir,0,0,f,f,Operational,1.75,40.066667
3267,18022,Highway Mediacl Clinic (Nyeri North),Nyeri,Kieni East,Medical Clinic,Private Practice - Clinical Officer,Narumoru,0,0,f,f,Operational,-0.416667,36.95
3268,12060,Highway Medical Clinic,Meru,Meru Central,Medical Clinic,Private Enterprise (Institution),Kariene Market,0,0,f,f,Operational,0.05,37.65
3269,20714,High-Way Medical Clinic,Nyandarua,Kinangop,Medical Clinic,Private Practice - Clinical Officer,Engineer town,0,0,f,f,Operational,-0.183333,36.366667
3270,16708,Highway Medical Clinic (Bungoma East),Bungoma,Bungoma East,Medical Clinic,Private Enterprise (Institution),Webuye,0,0,f,f,Operational,0.566667,34.566667
3271,10318,Highway Medical Clinic (Kirinyaga),Kirinyaga,Kirinyaga Central,Medical Clinic,Private Practice - Clinical Officer,Kerugoya,0,0,f,f,Operational,-0.5,37.283333
3272,19015,Highway Medical Clinic (Pokot Central),West Pokot,Pokot Central,Medical Clinic,Private Practice - Nurse / Midwife,Sigor,0,0,f,f,Operational,1.233333,35.116667
3273,14548,Highway Medical Clinic (Trans Nzoia East),Trans Nzoia,Trans Nzoia East,Medical Clinic,Private Practice - Clinical Officer,Kitale,0,0,f,f,Operational,1.016667,34.983333
3274,19876,Highway Medical Clinic Iten,Elgeyo Marakwet,Keiyo,Medical Clinic,Private Practice - Nurse / Midwife,Iten,0,0,f,f,Operational,\N,\N
3275,10718,Highway Medical Clinic Kibingoti,Kirinyaga,Kirinyaga West,Medical Clinic,Private Practice - Nurse / Midwife,Kibingoti,0,0,f,f,Operational,-0.5,37.283333
3276,18924,Highway Medical Clinic Maua,Meru,Igembe South,Medical Clinic,Private Practice - Clinical Officer,Maua town,0,0,f,f,Operational,0.05,37.65
3277,10319,Highway Medical Enterprises,Kirinyaga,Kirinyaga Central,Laboratory (Stand-alone),Private Enterprise (Institution),Kerugoya,0,0,f,f,Operational,-0.5,37.283333
3278,19949,Hilac Medical Clinic-Habaswein,Wajir,Habaswein,Medical Clinic,Private Practice - Clinical Officer,Habaswein Trading Centre,0,0,f,f,Operational,1.75,40.066667
3279,20648,Hillcrest Medical Clinic,Uasin Gishu,Eldoret East,Medical Clinic,Private Practice - Clinical Officer,Burnt Forest,0,0,f,f,Operational,0.516667,35.283333
3280,19877,Hillday Medical Clinic,Nyandarua,Kipipiri,Medical Clinic,Private Practice - Nurse / Midwife,Wanjohi,0,0,f,f,Operational,-0.183333,36.366667
3281,20616,Hillside medical centre,Machakos,Machakos,Medical Clinic,Private Practice - Medical Specialist,Mlolongo Market,2,1,f,f,Operational,-1.286389,36.817223
3282,11409,Hindi Magogoni Dispensary,Lamu,Lamu West,Dispensary,Ministry of Health,Hindi,6,0,f,f,Operational,-2.266667,40.9
3283,13364,Hodhan Dispensary,Wajir,Wajir East,Dispensary,Ministry of Health,Hodhan village,0,0,f,f,Operational,1.75,40.066667
3284,18035,Holale Medical Clinic ( Moyale),Marsabit,Moyale,Medical Clinic,Private Practice - Clinical Officer,Moyale,0,0,f,f,Operational,2.333333,37.983333
3285,18950,Holiday Medical Clinic,Tharaka Nithi,Maara,Medical Clinic,Private Enterprise (Institution),Chogoria,0,0,f,f,Operational,\N,\N
3286,17766,Kabururu Dispensary,Tharaka Nithi,Meru South,Dispensary,Community,Kabururu,0,0,f,f,Operational,\N,\N
3287,10393,Kabuti Clinic,Kirinyaga,Kirinyaga East,Medical Clinic,Private Practice - Nurse / Midwife,Kianyaga,0,0,f,f,Operational,-0.5,37.283333
3288,14633,Kabutii-Matiret Dispensary,Kericho,Belgut,Dispensary,Ministry of Health,Sondu,3,0,f,f,Operational,-0.366667,35.283333
3289,13639,Kabuto Dispensary,Migori,Nyatike,Dispensary,Ministry of Health,Kabuto,2,0,f,f,Operational,-1.066667,34.466667
3290,17626,Kabwareng Dispensary,Nandi,Nandi Central,Dispensary,Ministry of Health,Kapsabet,0,0,f,f,Operational,0.166667,35.133333
3291,14634,Kacheliba District Hospital,West Pokot,North Pokot,District Hospital,Ministry of Health,Makutano,52,2,f,f,Operational,1.233333,35.116667
3292,14635,Kacheliba Mobile Clinic,West Pokot,North Pokot,Dispensary,Other Faith Based,Makutano,0,0,f,f,Operational,1.233333,35.116667
3293,19070,Kacheliba South West Clinic,West Pokot,North Pokot,Medical Clinic,Private Practice - Clinical Officer,"Kapenguria, Kacheliba, Kacheliba",0,0,f,f,Operational,1.233333,35.116667
3294,18876,Kachuth Dispensary,Homa Bay,Ndhiwa,Dispensary,Ministry of Health,Ratanga,6,3,f,f,Operational,-0.516667,34.45
3295,18937,Kaciongo Medical Clinic,Meru,Igembe South,Medical Clinic,Private Practice - Clinical Officer,Maua town,0,0,f,f,Operational,0.05,37.65
3296,11446,Kaderboy Medical Clinic (Old Town),Mombasa,Mvita,Dispensary,Local Authority,Mombasa,0,0,f,f,Operational,-4.043477,39.668205
3297,17648,Kadija Dispensary,Mandera,Mandera East,Dispensary,Ministry of Health,Bula mpya centre,0,0,f,f,Operational,3.933333,41.866667
3298,16283,Kadinda Health Centre,Kisumu,Nyando,Health Centre,Non-Governmental Organizations,Ahero,3,0,f,f,Operational,-0.10221,34.761711
3299,17186,Kadokony Dispensary,West Pokot,West Pokot,Dispensary,Community Development Fund,Cheptuya,0,0,f,f,Operational,1.233333,35.116667
3300,17848,Kadvan Medical Clinic,Kakamega,Butere,Medical Clinic,Private Practice - Nurse / Midwife,Sabatia,1,1,f,f,Operational,0.284767,34.752308
3301,11447,Kadzinuni Dispensary,Kilifi,Kilifi North,Dispensary,Ministry of Health,Vipingo,0,0,f,f,Operational,-3.633333,39.85
3302,17381,Kaelo Dispensary,Meru,Igembe North,Dispensary,Ministry of Health,Kaelo Market,0,0,f,f,Pending Opening,0.05,37.65
3303,20239,Hope and Health Medical Services,Kiambu,Limuru,Medical Clinic,Private Practice - Clinical Officer,limuru,0,0,f,f,Operational,-1.166667,36.833333
3304,16983,Hope Compassionate (ACK) Dispensary,Homa Bay,Homa Bay,Dispensary,Christian Health Association of Kenya,Homa Bay town,0,0,f,f,Operational,-0.516667,34.45
3305,17446,Hope Medical Clinic,Kiambu,Limuru,Medical Clinic,Private Practice - Nurse / Midwife,Nduma,0,0,f,f,Operational,-1.166667,36.833333
3306,19278,Hope Medical Clinic ( Githurai),Nairobi,Roysambu,Medical Clinic,Private Practice - General Practitioner,just behind auncle sams bar,0,0,f,f,Operational,-1.286389,36.817223
3307,19234,Hope Medical Clinic (Babadogo),Nairobi,Ruaraka,Medical Clinic,Private Practice - Nurse / Midwife,babadogo h/c,0,0,f,f,Operational,-1.286389,36.817223
3308,10323,Hope Medical Clinic (Gatundu South),Kiambu,Gatundu,Medical Clinic,Private Practice - Nurse / Midwife,Gatundutown,0,0,f,f,Operational,-1.166667,36.833333
3309,10325,Hope Medical Clinic (Kirinyaga),Kirinyaga,Kirinyaga West,Medical Clinic,Private Practice - Nurse / Midwife,Kibirigwi market,0,0,f,f,Operational,-0.5,37.283333
3310,18994,Hope Medical Clinic (Loitokitok),Kajiado,Loitoktok,Medical Clinic,Private Practice - Clinical Officer,Loitokitok Town,1,0,f,f,Operational,-1.85,36.783333
3311,17869,Hope Medical Clinic (Mariakani),Kilifi,Kaloleni,Medical Clinic,Private Practice - Clinical Officer,Mariakani,0,0,f,f,Operational,-3.633333,39.85
3312,16686,Hope Medical Clinic (Nakuru),Nakuru,Nakuru North,Medical Clinic,Private Practice - Nurse / Midwife,Heshima,0,0,f,f,Operational,-0.303099,36.080026
3313,19114,Hope World Wide,Uasin Gishu,Eldoret West,Medical Clinic,Private Enterprise (Institution),Eldoret,0,0,f,f,Operational,-1.286389,36.817223
3314,17684,Hope World Wide Kenya Mukuru Clinic,Nairobi,Embakasi South,Dispensary,Non-Governmental Organizations,,0,0,f,f,Operational,-1.286389,36.817223
3315,18875,Hope World Wide Nakuru,Nakuru,Nakuru,Medical Clinic,Other Faith Based,Along KANU Street,0,0,f,f,Operational,-1.286389,36.817223
3316,19373,Horeb Medical Clinic ( Hunters),Nairobi,Kasarani,Medical Clinic,Private Practice - General Practitioner,Next to Equity bank Hunters,0,0,f,f,Operational,-1.286389,36.817223
3317,11415,Horesha Medicalicare,Taita Taveta,Mwatate,Medical Clinic,Private Enterprise (Institution),Mwatate,0,0,f,f,Operational,\N,\N
3318,18720,House of Hope Medical Centre,Kisumu,Nyakach,Medical Clinic,Private Practice - General Practitioner,near Katito market,0,0,f,f,Operational,-0.10221,34.761711
3319,17897,Howdil Aday Clinic,Marsabit,Moyale,Medical Clinic,Private Practice - Nurse / Midwife,Moyale,0,0,f,f,Operational,2.333333,37.983333
3320,13610,Huduma Clinic,Migori,Kuria West,Medical Clinic,Private Enterprise (Institution),Kehancha,8,0,f,f,Operational,-1.066667,34.466667
3321,17393,Huduma Health Centre,Nairobi,Kibra,Maternity Home,Private Practice - Clinical Officer,Olympic Shopping Center,2,0,f,f,Operational,-1.286389,36.817223
3322,18675,Huhoini Dispensary,Nyandarua,Nyandarua North,Dispensary,Ministry of Health,Huhoini,0,0,f,f,Operational,-0.183333,36.366667
3323,16205,Hulahula Dispensary,Marsabit,Marsabit,Dispensary,Ministry of Health,Marsabit,0,0,f,f,Operational,2.333333,37.983333
3324,13365,Hulugho Sub-District Hospital,Garissa,Hulugho,Sub-District Hospital,Ministry of Health,Hulugho Town,6,2,f,f,Operational,-0.456944,39.658333
3325,16793,Hungai Dispensary,Wajir,Tarbaj,Dispensary,Ministry of Health,Hungai,0,0,f,f,Operational,1.75,40.066667
3326,19302,Hunters Medical Clinic,Nairobi,Kasarani,Medical Clinic,Private Practice - General Practitioner,Hunters,0,0,f,f,Operational,-1.286389,36.817223
3327,12061,Hurri-Hills Dispensary,Marsabit,Marsabit North,Dispensary,Ministry of Health,North Horr,0,0,f,f,Operational,2.333333,37.983333
3328,12972,Huruma (NCCK) Dispensary,Nairobi,Mathare,Dispensary,Christian Health Association of Kenya,Nairobi,0,0,f,f,Operational,-1.286389,36.817223
3329,14552,Huruma Dispensary,Nakuru,Njoro,Dispensary,Other Faith Based,Njoro,0,0,f,f,Operational,-0.303099,36.080026
3330,14555,Huruma District Hospital,Uasin Gishu,Eldoret West,District Hospital,Ministry of Health,Eldoret,4,0,f,f,Operational,0.514277,35.269779
